text,predicted class
"Ο σεξουαλικός τουρισμός σε τρίτες χώρες με σκοπό την κακοποίηση παιδιών αποτελεί μια πραγματικότητα , ενώ δεν είναι άγνωστη και η κακοποίηση που διαπράττεται από άτομα που έχουν καταδικασθεί σε άλλα κράτη μέλη .",3
γραπτώς . - ( SK ) Θα ήθελα να μιλήσω σε πολύ προσωπικό τόνο .,3
Θέλω επίσης να επωφεληθώ της ευκαιρίας για να ζητήσω το 2011 να οριστεί Ευρωπαϊκό Έτος Εθελοντισμού και ζητώ τη στήριξη του Κοινοβουλίου στην υπογραφή της γραπτής δήλωσης που έχει προταθεί από βουλευτές που προέρχονται από τις πέντε μεγαλύτερες πολιτικές ομάδες .,3
Στην Ιρλανδία εισάγαμε σχετικά πρόσφατα την ανακύκλωση και υπήρξε πολύ θετική ανταπόκριση από το κοινό .,3
"Ως έγγραφο , ήταν υπερβολικά συγκεντρωτικό και ομοσπονδιακό σε περιεχόμενο για τα κριτήριά μας , υπερβολικά εκτενές και περιγραφικό και χωρίς ευελιξία .",3
"Κύριο δίλημμά μας είναι πώς να βρούμε έναν τρόπο να ενισχύσουμε την ανθρωπιστική βοήθεια προς τον λαό της Μαδαγασκάρης , τη στιγμή που δεν αναγνωρίζουμε το αντισυνταγματικό καθεστώς .",3
"Στον τομέα της ενέργειας , για παράδειγμα , η επιλογή προσανατολίζεται συχνά στη διάδοση υφιστάμενων , αλλά πεπαλαιωμένων τεχνολογιών , όπως η πυρηνική ενέργεια .",3
"Καθώς είναι αναγκασμένη να αντιμετωπίσει την καταστροφική κατάσταση που κληροδότησε το καθεστώς Voronin και τις συνέπειες της οικονομικής κρίσης , για να μην αναφέρουμε την έλευση του χειμώνα , η Δημοκρατία της Μολδαβίας χρειάζεται βοήθεια τώρα .",3
Απόκειται στη δικαιοδοσία των κρατών μελών και των περιφερειακών αρχών να αποφασίσουν για την ποσότητα και την ποιότητα των συνδέσεων στις μικρονησιωτικές περιφέρειες και μεταξύ των εν λόγω περιφερειών και της ηπειρωτικής χώρας .,3
"Επομένως , μπορώ να σας διαβεβαιώσω , όσον αφορά τις ανησυχίες σας , ότι στόχος μας είναι να βοηθήσουμε αυτούς τους πολίτες χωρίς να αλλοιώνουμε την αγορά ή τον ανταγωνισμό .",3
Βρισκόμαστε εντός της διαδικασίας επαναπροσδιορισμού των καθηκόντων μας ως εξελεγκτικού οργάνου της ευρωπαϊκής γραφειοκρατίας .,3
"Οι πληροφορίες που περιέχονται σε όλα αυτά τα έγγραφα και τα πορίσματα των δύο αυτών οικονομικών ετών θα πρέπει , εξάλλου , να διανεμηθούν ούτως ώστε να δοθεί η δυνατότητα σε όλους τους πιθανούς χρήστες , με πρώτο το Ευρωπαϊκό Κοινοβούλιο , να ενημερωθούν έγκαιρα και υπό τις καλύτερες συνθήκες .",3
"Ως εκ τούτου , η απόφαση θα μπορούσε να δημιουργήσει προηγούμενο .",3
"Όπως ειπώθηκε , χθες το βράδυ , η Ευρώπη δεν πρέπει να κλείσει την πόρτα της στους πρόσφυγες αλλά να παραμείνει ανοιχτή στους πληθυσμούς που κινδυνεύουν .",3
Εκείνη την εποχή οι ναυτικοί ήταν τυχεροί άνθρωποι και είχαν πολύ μεγάλους μισθούς .,3
"Ο αποτελεσματικός έλεγχος των αιτήσεων και των κριτηρίων για την παροχή ασύλου , είναι ένας από τους τρόπους για να περιορίσουμε το μεταναστευτικό ρεύμα .",3
"Η ρήτρα αυτή , σε συνδυασμό με την επιτυχία των διαπραγματεύσεων στην Ελβετία , θα πρέπει να συμβάλει στην επίτευξη και τη διατήρηση μιας βιώσιμης κατανομής των μεταφορών σε όλη την περιοχή των ? Αλπεων .",3
"Να γιατί , εκφράζοντας , περεμπιπτόντος τις συναινετικές ικανότητες της κ . Sierra Gonzαlez , η Ομάδα των Ανεξαρτήτων για την Ευρώπη των Εθνών αποφάσισε να στηρίξει την έκθεσή της .",3
"Παρότι η ψηφοφορία επί του διορισμού ορισμένων ευρωπαίων ολιγαρχών είναι , σύμφωνα με τους κανονισμούς , μυστική , επιθυμώ διακαώς να δηλώσω ότι ψήφισα κατά του κ . Draghi , διότι , μεσούσης της κρίσης δημοσίου χρέους , ο διορισμός ενός πρώην ευρωπαίου διευθυντή της Goldman Sachs συνιστά πραγματικά ιδιαίτερα νοσηρή και πεπλανημένη ενέργεια .",3
