text,mask,Classified
Τι μπορεί να κάνει για μια χώρα που λαμβάνει εκατομμύρια σε αναπτυξιακή και ανθρωπιστική βοήθεια ;,1,Καθαρεύουσα
( Χειροκρότημα ),0,---
"Ο τρόπος με τον οποίο μεταχειριζόμαστε σήμερα τους Αφρικανούς , τους Τούρκους ή τους ? ραβες , η απανθρωπιά την οποία δείξαμε απέναντί τους , προοιωνίζονται , ασφαλώς , τον τρόπο με τον οποίο εμείς , πολίτες της Ενωσης , θα μας αντιμετωπίσουν αν αφήσουμε ελεύθερο το πεδίο στους εθνικιστές , εχθρούς της δημοκρατίας , οι οποίοι γίνονται τόσο εύκολα δολοφόνοι , όπως έδειξαν στην ήπειρό μας , πριν από μερικούς μήνες .",1,Καθαρεύουσα
"Η νέα προσέγγιση που κάνουμε είναι να συμπεριλάβουμε αντικείμενα όπως τα κοινωνικά δικαιώματα , τα οικολογικά δικαιώματα και τα πολιτιστικά δικαιώματα και να τα θεωρήσουμε επίσης κι αυτά ως θεμελιώδη ανθρώπινα δικαιώματα .",1,Καθαρεύουσα
"Καταλήγοντας τονίζω ότι θα πρέπει να υπερψηφισθούν οι τροπολογίες και η πρόταση που έχει παρουσιασθεί από τον εισηγητή ,  van der Waal .",1,Καθαρεύουσα
Πρέπει να πω ότι η ειρωνεία του πράγματος δεν με αφήνει αδιάφορο .,0,---
Υπάρχει ένα μικρό αλλά σοβαρό θέμα : το Notebook της Μονάδας Ενημέρωσης για τις Συνεδριάσεις αναφέρεται στις σημαντικές χθεσινές συζητήσεις σχετικά με την οικονομική και νομισματική ένωση .,1,Καθαρεύουσα
"Δεν μπορούμε να ανεχθούμε τον πλήρη διωγμό μιας ειρηνικής κοινωνίας και την καταστροφή του πολιτισμού , της γλώσσας και της θρησκείας της .",1,Καθαρεύουσα
"Η μεγάλη βιομηχανία λειτουργεί πλέον ηλεκτρονικά και έχει εντελώς εκσυγχρονισθεί με τρόπο συγκλονιστικό κατά τα τελευταία έτη , περιορίζοντας δραστικά το εργατικό δυναμικό .",1,Καθαρεύουσα
"Στις 23 Μαΐου 2007 , η Ευρωπαϊκή Κοινότητα και η Δημοκρατία της Γουϊνέας-Μπισάου έθεσαν σε ισχύ μια συμφωνία αλιευτικής σύμπραξης για περίοδο τεσσάρων ετών . "" εν λόγω συμφωνία αποτελεί μέρος μιας σειράς "" συμφωνιών για τον τόνο "" της ΕΚ στον Ατλαντικό Ωκεανό .",1,Καθαρεύουσα
"Η ημερήσια διάταξη προβλέπει συζήτηση επί της προσωρινής έκθεσης ( Α4-0043 / 97 ) του κυρίου Mudler , εξ ονόματος της Επιτροπής Ελέγχου του Προυπολογισμού , σχετικά με την αναβολή της απαλλαγής που θα δοθεί στην Επιτροπή όσον αφορά την εκκαθάριση των λογαριασμών των κρατών μελών που αφορούν τις δαπάνες που χρηματοδοτούνται από το ΕΓΤΠΕ-Τμήμα Εγγυήσεων για το οικονομικό έτος 1992 ( C ( 96 ) 0417-C4-0259 / 96 ) .",1,Καθαρεύουσα
"Για τους Σοσιαλιστές , το πιο σημαντικό είναι να ενισχύσουμε την ποιότητα της δημοκρατίας τοποθετώντας τον πολίτη στο επίκεντρο των εργασιών μας .",1,Καθαρεύουσα
"Όμως , πρέπει επίσης να πούμε ότι χωρίς τη γαλλική παρουσία στην Αφρική κατά τις δεκαετίες του ’ 70 και του ’ 80 , η Σοβιετική Ένωση θα είχε κατακτήσει κεντρικές θέσεις στην Αφρική , οι οποίες χάρη στη Γαλλία δεν βρέθηκαν υπό τον έλεγχο των Κομμουνιστών και της επεκτατικής ιδεολογίας τους .",1,Καθαρεύουσα
Αυτό δεν μπορεί να γίνει πιστευτό.Φυσικά είναι σημαντικό να έχουν οι χώρες μια καλή οικονομία. δνα από τα βασικά λάθη με την ΟΝΕ είναι ωστόσο ότι 15 χώρες στην Ευρώπη κάνουν ταυτόχρονα περικοπές στους προϋπολογισμούς τους και συνεπώς στον δημόσιο τομέα και την απασχόληση .,1,Καθαρεύουσα
"Ωστόσο , πρέπει να διατηρήσω έντονες επιφυλάξεις ως προς το άρθρο 32 , όπου αναφέρεται ότι ο καλύτερος τρόπος για την προώθηση της αποτελεσματικότητας είναι να παραδοθούν οι τοπικές δημόσιες συγκοινωνίες σε επιχειρηματίες .",1,Καθαρεύουσα
Αυτό μήπως θέλει η Επιτροπή ;,0,---
Το λόγο έχει ο  von Habsburg προκειμένου να παρέμβει κατά της πρότασης του κ . Lannoye .,1,Καθαρεύουσα
"Οι περισσότερες από αυτές τις επιτυχίες δεν θα είχαν σημειωθεί χωρίς την ενεργό συνεργασία άλλων θεσμικών οργάνων τα οποία απάντησαν στις καταγγελίες γρήγορα , πλήρως και σωστά .",1,Καθαρεύουσα
"Η Επιτροπή συμφωνεί με τις προτάσεις του Κοινοβουλίου σχετικά με την EPSO , τη διοργανική υπηρεσία που δημιουργήθηκε πρόσφατα και της οποίας αποστολή είναι η κατάρτιση πινάκων επιτυχόντων σε ανοικτούς διαγωνισμούς , σύμφωνα με τις ανάγκες που έχουν δηλωθεί από κάθε κοινοτικό όργανο .",1,ΚΝΕ
